timestamp.Treatment,humidity.Treatment,precipIntensity.Treatment,temperature.Treatment,windSpeed.Treatment,light.Treatment,Weekend.Treatment,Hour.Treatment,timestamp.Control,humidity.Control,precipIntensity.Control,temperature.Control,windSpeed.Control,light.Control,Weekend.Control,precipType.Control,Hour.Control
1585969200,0.76,0.0022,50.69,11.49,0,0,23,1578704400,0.75,5.00E-04,51.21,6.26,0,0,1,20
1585962000,0.75,5.00E-04,51.53,10.23,0,0,21,1578704400,0.75,5.00E-04,51.21,6.26,0,0,1,20
1584658800,0.78,6.00E-04,51.08,1.35,1,0,19,1578708000,0.77,2.00E-04,50.93,5.72,0,0,1,21
1586397600,0.8,0,51.34,4.18,0,0,22,1578708000,0.77,2.00E-04,50.93,5.72,0,0,1,21
1585278000,0.72,0,49.49,7.62,0,0,23,1578711600,0.78,0,50.43,5.89,0,0,3,22
1584496800,0.71,0,49.88,3.92,0,0,22,1578711600,0.78,0,50.43,5.89,0,0,3,22
1584662400,0.81,0,50.87,1.88,0,0,20,1578711600,0.78,0,50.43,5.89,0,0,3,22
1586401200,0.85,2.00E-04,49.65,5.28,0,0,23,1578715200,0.81,0,49.92,5.41,0,0,3,23
1584669600,0.84,7.00E-04,49.09,1.97,0,0,22,1578715200,0.81,0,49.92,5.41,0,0,3,23
1584666000,0.82,6.00E-04,49.74,2.17,0,0,21,1578715200,0.81,0,49.92,5.41,0,0,3,23
1586062800,0.8,8.00E-04,48,3.3,0,1,1,1578718800,0.85,0,48.54,4.01,0,1,3,0
1586066400,0.81,8.00E-04,48.03,2.8,0,1,2,1578718800,0.85,0,48.54,4.01,0,1,3,0
1586059200,0.81,0.0012,47.67,3.65,0,1,0,1578718800,0.85,0,48.54,4.01,0,1,3,0
1586070000,0.84,0.0011,46.84,3.7,0,1,3,1578718800,0.85,0,48.54,4.01,0,1,3,0
1585987200,0.78,0.0018,49.47,7.84,0,1,4,1578729600,0.87,0.0015,49.67,5.57,0,1,1,3
1586091600,0.81,0.001,50.62,0.83,1,1,9,1578729600,0.87,0.0015,49.67,5.57,0,1,1,3
1585990800,0.81,7.00E-04,48.68,8.43,0,1,5,1578729600,0.87,0.0015,49.67,5.57,0,1,1,3
1586012400,0.72,0,49.65,7.36,1,1,11,1578736800,0.84,0,51.71,5.62,0,1,3,5
1585972800,0.77,0.0012,50.4,8.64,0,1,0,1578736800,0.84,0,51.71,5.62,0,1,3,5
1585983600,0.75,6.00E-04,49.98,7.77,0,1,3,1578736800,0.84,0,51.71,5.62,0,1,3,5
1585980000,0.75,4.00E-04,50.32,9.89,0,1,2,1578736800,0.84,0,51.71,5.62,0,1,3,5
1586016000,0.66,0,51.63,5.96,1,1,12,1578740400,0.83,6.00E-04,52.35,5.88,0,1,1,6
1586098800,0.74,0.001,53.59,1.53,1,1,11,1578740400,0.83,6.00E-04,52.35,5.88,0,1,1,6
1585976400,0.74,0.0013,50.67,9.39,0,1,1,1578740400,0.83,6.00E-04,52.35,5.88,0,1,1,6
1586095200,0.76,0,52.18,1.55,1,1,10,1578740400,0.83,6.00E-04,52.35,5.88,0,1,1,6
1586102400,0.69,0,55.19,2.34,1,1,12,1578747600,0.81,5.00E-04,54.78,7.45,1,1,1,8
1586106000,0.64,0,57.78,4.39,1,1,13,1578751200,0.8,7.00E-04,56.46,9.5,1,1,1,9
1584770400,0.62,2.00E-04,59.35,11.98,0,1,2,1578754800,0.72,9.00E-04,60.23,11.67,1,1,1,10
1586113200,0.55,0.0011,61.8,6.93,1,1,15,1578776400,0.67,0,62.1,11.35,1,1,3,16
1586721600,0.57,0,60.15,9.31,1,1,16,1578776400,0.67,0,62.1,11.35,1,1,3,16
1586109600,0.56,3.00E-04,61.6,5.71,1,1,14,1578776400,0.67,0,62.1,11.35,1,1,3,16
1586116800,0.57,0,60.82,7.98,1,1,16,1578776400,0.67,0,62.1,11.35,1,1,3,16
1586725200,0.57,0,60.24,10.65,1,1,17,1578776400,0.67,0,62.1,11.35,1,1,3,16
1586718000,0.61,8.00E-04,58.08,11.6,1,1,15,1578780000,0.72,0,60.28,10.33,0,1,3,17
1586120400,0.62,9.00E-04,58.24,7.13,1,1,17,1578787200,0.75,0.0011,59.81,8.23,0,1,1,19
1586127600,0.67,0,56.27,4.38,1,1,19,1578794400,0.79,7.00E-04,59.59,7.15,0,1,1,21
1586124000,0.67,0.001,56.37,4.29,1,1,18,1578794400,0.79,7.00E-04,59.59,7.15,0,1,1,21
1586746800,0.7,0.0011,57.36,8.38,0,1,23,1578794400,0.79,7.00E-04,59.59,7.15,0,1,1,21
1586743200,0.66,0,57.19,8.62,0,1,22,1578794400,0.79,7.00E-04,59.59,7.15,0,1,1,21
1586793600,0.94,0.083,57.48,23.85,1,0,12,1578826800,0.94,0.0804,63.15,15.5,0,1,1,6
1586815200,0.91,0.0205,63.06,11.81,1,0,18,1578834000,0.83,0.0163,64.26,12.9,1,1,1,8
1584763200,0.54,8.00E-04,67.65,10.94,0,1,0,1578841200,0.53,4.00E-04,65.43,15.37,1,1,1,10
1584766800,0.57,0,65.33,10.14,0,1,1,1578841200,0.53,4.00E-04,65.43,15.37,1,1,1,10
1586728800,0.51,2.00E-04,61.79,12.11,1,1,18,1578862800,0.38,0.0014,63.18,12.38,1,1,1,16
1586707200,0.34,0.001,58.3,11.65,1,1,12,1578866400,0.41,0.0013,60.75,10.55,0,1,1,17
1586703600,0.33,0,58.77,9.96,1,1,11,1578866400,0.41,0.0013,60.75,10.55,0,1,1,17
1586732400,0.47,3.00E-04,60.51,11.15,1,1,19,1578866400,0.41,0.0013,60.75,10.55,0,1,1,17
1586034000,0.48,0,59.77,3.03,1,1,17,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586739600,0.6,0.0013,57.6,9.11,0,1,21,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586026800,0.5,0.001,59.12,3.58,1,1,15,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586700000,0.39,0,55.28,7.17,1,1,10,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586714400,0.6,0,56.2,11.42,1,1,14,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586710800,0.43,7.00E-04,56.71,12.44,1,1,13,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586037600,0.52,2.00E-04,58.25,3.86,1,1,18,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586030400,0.49,0,59.47,3.53,1,1,16,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586023200,0.54,7.00E-04,57.22,2.79,1,1,14,1578870000,0.47,0,57.7,9.14,0,1,3,18
1586736000,0.57,0,56.74,9.78,0,1,20,1578873600,0.45,0,56.29,8.04,0,1,3,19
1585404000,0.54,0.002,51.37,6.45,1,1,10,1578877200,0.46,0,53.65,5.95,0,1,3,20
1585400400,0.47,3.00E-04,51.44,6.7,1,1,9,1578877200,0.46,0,53.65,5.95,0,1,3,20
1586019600,0.61,0,54.07,3.24,1,1,13,1578877200,0.46,0,53.65,5.95,0,1,3,20
1586041200,0.63,8.00E-04,54.13,4.83,1,1,19,1578877200,0.46,0,53.65,5.95,0,1,3,20
1584511200,0.55,0,45.47,5.62,0,0,2,1578891600,0.61,0,44.19,6.84,0,0,3,0
1584590400,0.62,0.0017,45.39,6.14,0,0,0,1578891600,0.61,0,44.19,6.84,0,0,3,0
1585108800,0.68,0.001,42.37,6.3,0,0,0,1578895200,0.64,0,42.04,7.39,0,0,3,1
1585123200,0.71,0,40.27,8.6,0,0,4,1578898800,0.67,0.001,40.18,8.69,0,0,1,2
1585119600,0.69,0,40.7,9.41,0,0,3,1578898800,0.67,0.001,40.18,8.69,0,0,1,2
1585216800,0.77,0,36.67,4.1,0,0,6,1578913200,0.73,0.001,36.75,6.07,0,0,1,6
1585224000,0.72,0,38.75,3.86,1,0,8,1578920400,0.73,9.00E-04,37.98,6.01,1,0,1,8
1585695600,0.69,0.001,44.76,5.55,1,0,19,1578949200,0.76,0,45.04,2.81,1,0,3,16
1585666800,0.76,6.00E-04,44.04,6.19,1,0,11,1579017600,0.75,9.00E-04,43.47,5,1,0,1,11
1585670400,0.71,2.00E-04,44.31,6.13,1,0,12,1579021200,0.69,0,44.51,6.18,1,0,3,12
1585674000,0.67,0.0011,44.85,3.3,1,0,13,1579021200,0.69,0,44.51,6.18,1,0,3,12
1585684800,0.63,0,47.45,3.83,1,0,16,1579028400,0.63,0.0017,45.52,5.04,1,0,1,14
1585677600,0.66,0,46.19,3.48,1,0,14,1579028400,0.63,0.0017,45.52,5.04,1,0,1,14
1585688400,0.64,7.00E-04,46.87,4.3,1,0,17,1579028400,0.63,0.0017,45.52,5.04,1,0,1,14
1585681200,0.64,0,46.91,3.6,1,0,15,1579028400,0.63,0.0017,45.52,5.04,1,0,1,14
1585692000,0.68,0,45.88,6.31,1,0,18,1579032000,0.67,0.0027,45.55,6.53,1,0,1,15
1585562400,0.91,0,43.97,4.91,0,0,6,1579075200,0.95,0,42.68,5.36,0,0,3,3
1585641600,0.92,0.0022,42.7,7.43,0,0,4,1579075200,0.95,0,42.68,5.36,0,0,3,3
1584439200,0.9,0.0044,41.99,3.34,0,0,6,1579089600,0.9,6.00E-04,42.43,5.95,0,0,1,7
1585645200,0.9,0.0027,42.37,7.39,0,0,5,1579089600,0.9,6.00E-04,42.43,5.95,0,0,1,7
1585569600,0.88,6.00E-04,43.26,5.58,1,0,8,1579093200,0.86,2.00E-04,42.71,5.09,1,0,1,8
1585566000,0.89,0.0015,43.59,5.49,1,0,7,1579093200,0.86,2.00E-04,42.71,5.09,1,0,1,8
1585573200,0.87,5.00E-04,43.34,4.55,1,0,9,1579093200,0.86,2.00E-04,42.71,5.09,1,0,1,8
1585062000,0.62,0,46.23,8.98,1,0,11,1579100400,0.59,3.00E-04,46.55,9.12,1,0,1,10
1586862000,0.57,9.00E-04,46.77,8.19,1,0,7,1579100400,0.59,3.00E-04,46.55,9.12,1,0,1,10
1585065600,0.58,7.00E-04,48.11,7.41,1,0,12,1579104000,0.53,9.00E-04,47.77,8.21,1,0,1,11
1586865600,0.53,9.00E-04,47.64,8.74,1,0,8,1579104000,0.53,9.00E-04,47.77,8.21,1,0,1,11
1585069200,0.52,2.00E-04,50.21,3.84,1,0,13,1579107600,0.49,0,49.06,8.12,1,0,3,12
1586473200,0.41,0.0015,51.16,12.55,1,0,19,1579114800,0.43,0,51.43,7.27,1,0,3,14
1584561600,0.42,6.00E-04,50.97,8.49,1,0,16,1579114800,0.43,0,51.43,7.27,1,0,3,14
1584554400,0.39,0,51.53,9.14,1,0,14,1579114800,0.43,0,51.43,7.27,1,0,3,14
1584558000,0.39,8.00E-04,51.56,8.44,1,0,15,1579114800,0.43,0,51.43,7.27,1,0,3,14
1585710000,0.79,0,42.8,5.21,0,0,23,1579147200,0.83,3.00E-04,43.46,4.56,0,0,1,23
1585630800,0.92,0.0043,44.82,3.7,0,0,1,1579154400,0.88,0.0014,44.24,6.2,0,0,1,1
1584597600,0.84,0.0312,42.04,5.77,0,0,2,1579161600,0.93,0.0324,44.97,5.81,0,0,1,3
1585634400,0.94,0.0231,44.47,4.23,0,0,2,1579165200,0.93,0.0185,45.17,4.11,0,0,1,4
1585638000,0.94,0.0098,43.7,7.1,0,0,3,1579168800,0.93,0.0092,44.92,6.14,0,0,1,5
1585558800,0.9,0,45.26,5.85,0,0,5,1579172400,0.92,0.0022,45.06,6.94,0,0,1,6
1585922400,0.64,8.00E-04,48.96,12.86,1,0,10,1579186800,0.53,0.0018,48.19,15.84,1,0,1,10
1586541600,0.41,2.00E-04,48.01,14.65,1,0,14,1579194000,0.42,0,48.54,16.69,1,0,3,12
1586545200,0.41,0,48.65,19.06,1,0,15,1579194000,0.42,0,48.54,16.69,1,0,3,12
1586548800,0.41,4.00E-04,48.02,19.53,1,0,16,1579194000,0.42,0,48.54,16.69,1,0,3,12
1586556000,0.46,3.00E-04,46.51,14.58,1,0,18,1579197600,0.45,5.00E-04,46.44,14.95,1,0,1,13
1586534400,0.41,0,45.84,15.01,1,0,12,1579197600,0.45,5.00E-04,46.44,14.95,1,0,1,13
1586552400,0.43,0.0011,47,17.87,1,0,17,1579197600,0.45,5.00E-04,46.44,14.95,1,0,1,13
1586538000,0.4,3.00E-04,46.9,15.99,1,0,13,1579197600,0.45,5.00E-04,46.44,14.95,1,0,1,13
1584792000,0.57,0,43.12,10.68,1,1,8,1579456800,0.56,0.0011,42.71,12.35,1,1,1,13
1584183600,0.46,0,42.66,7.56,0,1,7,1579460400,0.51,0.0011,42.7,11.37,1,1,1,14
1584180000,0.45,0,43.06,7.3,0,1,6,1579460400,0.51,0.0011,42.7,11.37,1,1,1,14
1584187200,0.47,0.001,43.03,9.11,1,1,8,1579460400,0.51,0.0011,42.7,11.37,1,1,1,14
1584280800,0.48,0.0011,43.46,9.1,1,1,10,1579460400,0.51,0.0011,42.7,11.37,1,1,1,14
1584914400,0.5,0,41.46,9.44,1,1,18,1579467600,0.47,6.00E-04,39.98,11.07,1,1,1,16
1584532800,0.58,0,42,1.9,1,0,8,1579878000,0.54,8.00E-04,42.75,3.63,1,0,1,10
1586970000,0.27,5.00E-04,50.58,9.83,1,0,13,1579892400,0.3,0,51.34,5.52,1,0,3,14
1586977200,0.25,0,51.19,10.85,1,0,15,1579892400,0.3,0,51.34,5.52,1,0,3,14
1586973600,0.24,0,51.39,9.62,1,0,14,1579892400,0.3,0,51.34,5.52,1,0,3,14
1587146400,0.27,2.00E-04,50.42,10.95,1,0,14,1579892400,0.3,0,51.34,5.52,1,0,3,14
1586988000,0.21,0,52.13,8.74,1,0,18,1579896000,0.31,0.001,51.63,5.96,1,0,1,15
1586980800,0.24,0,51.67,10.33,1,0,16,1579896000,0.31,0.001,51.63,5.96,1,0,1,15
1587081600,0.4,9.00E-04,44.33,12.19,0,0,20,1579906800,0.45,0,44.62,5.61,0,0,3,18
1587222000,0.92,0.0129,42.56,7.18,1,1,11,1579968000,0.91,0.017,41.84,16.03,1,1,1,11
1587204000,0.91,0.014,43.44,5.35,0,1,6,1579968000,0.91,0.017,41.84,16.03,1,1,1,11
1587218400,0.92,0.0177,43.73,8.22,1,1,10,1579968000,0.91,0.017,41.84,16.03,1,1,1,11
1587225600,0.91,0.0136,42.5,10.15,1,1,12,1579968000,0.91,0.017,41.84,16.03,1,1,1,11
1587214800,0.93,0.0205,44.34,6.47,1,1,9,1579968000,0.91,0.017,41.84,16.03,1,1,1,11
1585436400,0.89,0.0472,45.59,9.04,1,1,19,1579971600,0.91,0.042,43.59,16.57,1,1,1,12
1585422000,0.85,0.0402,46.34,7.24,1,1,15,1579971600,0.91,0.042,43.59,16.57,1,1,1,12
1585004400,0.92,0.1107,40.48,9.78,1,0,19,1579975200,0.92,0.0942,45.65,17.36,1,1,1,13
1585000800,0.91,0.1204,41.29,9.48,1,0,18,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586768400,0.92,0.0995,54.93,13.2,0,0,5,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586772000,0.94,0.0919,53.96,11.51,0,0,6,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586790000,0.96,0.1278,57.19,22.24,1,0,11,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586779200,0.97,0.1032,54.84,18.3,1,0,8,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586782800,0.96,0.1216,56.05,19.01,1,0,9,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586336400,0.93,0.0989,53.21,3.56,0,0,5,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1584997200,0.89,0.1231,40.89,10.77,1,0,17,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586804400,0.94,0.113,58.54,19.62,1,0,15,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1584604800,0.95,0.1287,42.13,8.24,0,0,4,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1584608400,0.95,0.1382,42.58,9.14,0,0,5,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1586786400,0.96,0.1524,57.52,19.98,1,0,10,1579978800,0.91,0.1036,48.11,15.57,1,1,1,14
1584612000,0.95,0.1812,42.96,8.91,0,0,6,1579986000,0.93,0.2232,49.59,7.1,1,1,1,16
1585440000,0.92,0.0686,45.72,9.4,0,1,20,1579989600,0.94,0.0644,49.27,5.09,1,1,1,17
1585432800,0.86,0.0682,46.07,8.89,1,1,18,1579989600,0.94,0.0644,49.27,5.09,1,1,1,17
1585447200,0.95,0.019,46.33,9.85,0,1,22,1579993200,0.94,0.0139,47.92,4.35,0,1,1,18
1585414800,0.75,0.0141,48.24,7.94,1,1,13,1579993200,0.94,0.0139,47.92,4.35,0,1,1,18
1585450800,0.97,0.0213,45.83,9.88,0,1,23,1579993200,0.94,0.0139,47.92,4.35,0,1,1,18
1585515600,0.94,0.0051,46.56,8.65,1,1,17,1579996800,0.93,0.0029,47.49,5.05,0,1,1,19
1585522800,0.94,0.0048,46.37,10.54,1,1,19,1579996800,0.93,0.0029,47.49,5.05,0,1,1,19
1585519200,0.95,0.0083,46.48,9.1,1,1,18,1579996800,0.93,0.0029,47.49,5.05,0,1,1,19
1585526400,0.95,0.0032,46.25,11.3,0,1,20,1580000400,0.92,3.00E-04,46.23,7.87,0,1,1,20
1585530000,0.95,0.0015,45.97,9.58,0,1,21,1580000400,0.92,3.00E-04,46.23,7.87,0,1,1,20
1585537200,0.97,0.0024,45.83,8.24,0,1,23,1580000400,0.92,3.00E-04,46.23,7.87,0,1,1,20
1585533600,0.95,0.0014,45.94,11.07,0,1,22,1580000400,0.92,3.00E-04,46.23,7.87,0,1,1,20
1587232800,0.82,7.00E-04,43.61,9.81,1,1,14,1580050800,0.74,0.0011,41.43,8.88,1,1,1,10
1587229200,0.84,0.0032,43.2,9.67,1,1,13,1580050800,0.74,0.0011,41.43,8.88,1,1,1,10
1587236400,0.71,3.00E-04,45.43,9.5,1,1,15,1580054400,0.66,0,43.36,10.77,1,1,3,11
1587240000,0.69,0,45.83,10.05,1,1,16,1580054400,0.66,0,43.36,10.77,1,1,3,11
1586692800,0.56,0,45.64,2.63,1,1,8,1580058000,0.57,8.00E-04,45.22,11.5,1,1,1,12
1584252000,0.51,4.00E-04,44.47,6.73,0,1,2,1580058000,0.57,8.00E-04,45.22,11.5,1,1,1,12
1584788400,0.57,0,43.99,10.26,1,1,7,1580058000,0.57,8.00E-04,45.22,11.5,1,1,1,12
1584255600,0.53,8.00E-04,43.76,5.41,0,1,3,1580058000,0.57,8.00E-04,45.22,11.5,1,1,1,12
1586577600,0.5,0.0012,42.94,10.48,0,1,0,1580058000,0.57,8.00E-04,45.22,11.5,1,1,1,12
1584190800,0.42,9.00E-04,44.71,9.82,1,1,9,1580061600,0.52,0,46.15,11.09,1,1,3,13
1584176400,0.43,0,43.92,7.74,0,1,5,1580061600,0.52,0,46.15,11.09,1,1,3,13
1584248400,0.46,5.00E-04,45.27,7.04,0,1,1,1580061600,0.52,0,46.15,11.09,1,1,3,13
1584802800,0.47,0.0011,44.69,10.19,1,1,11,1580061600,0.52,0,46.15,11.09,1,1,3,13
1585393200,0.51,0,47.97,7.63,1,1,7,1580061600,0.52,0,46.15,11.09,1,1,3,13
1584784800,0.56,0,45.9,12.77,0,1,6,1580061600,0.52,0,46.15,11.09,1,1,3,13
1585386000,0.46,0,48.31,5.68,0,1,5,1580065200,0.51,0,46.58,10.69,1,1,3,14
1585396800,0.51,9.00E-04,48.99,6.49,1,1,8,1580065200,0.51,0,46.58,10.69,1,1,3,14
1584806400,0.4,0,46.83,9.91,1,1,12,1580065200,0.51,0,46.58,10.69,1,1,3,14
1585407600,0.64,0.0107,49.62,6.78,1,1,11,1580065200,0.51,0,46.58,10.69,1,1,3,14
1585389600,0.48,0,48.34,5.54,0,1,6,1580065200,0.51,0,46.58,10.69,1,1,3,14
1584284400,0.43,0.0013,46.4,8.22,1,1,11,1580065200,0.51,0,46.58,10.69,1,1,3,14
1587247200,0.59,3.00E-04,47.19,8.36,1,1,18,1580068800,0.54,8.00E-04,45.88,10.1,1,1,1,15
1587243600,0.63,5.00E-04,47.4,8.86,1,1,17,1580068800,0.54,8.00E-04,45.88,10.1,1,1,1,15
1587250800,0.56,2.00E-04,47.16,8.4,1,1,19,1580068800,0.54,8.00E-04,45.88,10.1,1,1,1,15
1587258000,0.55,2.00E-04,43.96,6.64,0,1,21,1580079600,0.56,3.00E-04,43.3,7.39,0,1,1,18
1587254400,0.54,5.00E-04,44.96,8.07,0,1,20,1580079600,0.56,3.00E-04,43.3,7.39,0,1,1,18
1587261600,0.56,8.00E-04,42.87,5.88,0,1,22,1580083200,0.6,0,42.45,8.07,0,1,3,19
1587265200,0.58,5.00E-04,41.83,5.21,0,1,23,1580086800,0.61,0.0013,41.28,8.23,0,1,1,20
1584921600,0.58,0,38.26,8.62,0,1,20,1580090400,0.64,0.0012,39.41,7.69,0,1,1,21
1584925200,0.58,4.00E-04,38.06,8.37,0,1,21,1580090400,0.64,0.0012,39.41,7.69,0,1,1,21
1584932400,0.63,0,37.26,9.74,0,1,23,1580094000,0.66,8.00E-04,38.46,6.46,0,1,1,22
1584928800,0.6,0,37.8,9.88,0,1,22,1580094000,0.66,8.00E-04,38.46,6.46,0,1,1,22
1584957600,0.75,0,37.3,10.37,0,0,6,1580119200,0.75,0,36.34,8.25,0,0,3,5
1584961200,0.78,0.004,37.23,11.86,1,0,7,1580130000,0.74,0,37.5,9.14,1,0,3,8
1586516400,0.65,0,39.72,13.85,1,0,7,1580137200,0.69,3.00E-04,40.4,10.97,1,0,1,10
1587160800,0.52,2.00E-04,45.53,6.06,1,0,18,1580158800,0.54,0.001,44.86,8.24,1,0,1,16
1584388800,0.53,8.00E-04,43.93,8.65,1,0,16,1580158800,0.54,0.001,44.86,8.24,1,0,1,16
1587164400,0.6,4.00E-04,45.06,5.77,1,0,19,1580162400,0.56,0.0025,43.93,7.37,1,0,1,17
1584403200,0.64,0,40.56,9.75,0,0,20,1580176800,0.61,0,40.9,7.2,0,0,3,21
1584950400,0.67,9.00E-04,37.55,9.38,0,0,4,1580198400,0.64,7.00E-04,37.78,7.97,0,0,1,3
1584939600,0.64,0,37.26,9.59,0,0,1,1580198400,0.64,7.00E-04,37.78,7.97,0,0,1,3
1587038400,0.58,0.0014,41.36,11.28,1,0,8,1580223600,0.58,7.00E-04,40.69,10.69,1,0,1,10
1587042000,0.52,0,42.29,11.05,1,0,9,1580227200,0.53,0.0012,42.2,11.54,1,0,1,11
1586952000,0.53,0,42.58,9.99,1,0,8,1580227200,0.53,0.0012,42.2,11.54,1,0,1,11
1586523600,0.52,5.00E-04,43.03,13.46,1,0,9,1580230800,0.51,0,43.17,10.4,1,0,3,12
1584399600,0.61,0.001,41.14,10.71,1,0,19,1580248800,0.54,8.00E-04,39.97,9.19,1,0,1,17
1584352800,0.44,0.001,34.23,9.36,0,0,6,1580313600,0.47,6.00E-04,35.21,8.87,1,0,1,11
1584367200,0.36,0.0017,36.87,10.85,1,0,10,1580317200,0.43,4.00E-04,37.34,9.34,1,0,1,12
1584370800,0.37,5.00E-04,38.6,8.81,1,0,11,1580320800,0.4,2.00E-04,38.7,9.01,1,0,1,13
1584374400,0.39,0,40.76,9.08,1,0,12,1580324400,0.37,0,40.31,8.52,1,0,3,14
